Route_name,Route_link,Bus_name,Bus_type,Start_time,Total_duration,End_time,Ratings,Price,Seats_Available
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),23:55:00,05h 05m,05:00:00,3.9,1090.0,28
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Shrinivasa Bus Transport (SSBT),NON A/C Semi Sleeper / Sleeper (2+1),23:57:00,05h 48m,05:45:00,4.1,699.0,27
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Giridhar Tours and Travels,A/C Seater/Sleeper (2+1),23:59:00,05h 41m,05:40:00,3.4,899.0,32
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Shrinivasa Bus Transport (SSBT),Non A/C Seater / Sleeper (2+1),23:59:00,06h 01m,06:00:00,2.3,790.0,29
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,SUVARNAMUKHI TRAVELS,NON A/C Seater (2+3),21:00:00,07h 15m,04:15:00,2.6,300.0,6
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,SUVARNAMUKHI TRAVELS,NON A/C Seater (2+3),21:45:00,06h 45m,04:30:00,2.2,300.0,9
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Mukundha Travels,NON A/C Semi Sleeper / Sleeper (2+1),23:10:00,05h 25m,04:35:00,2.4,777.0,32
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Ahobila Travels,Non A/C Seater / Sleeper (2+1),23:35:00,05h 55m,05:30:00,4.2,800.0,39
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,HARITHA TRAVELS,Non AC Seater (2+2),22:00:00,07h 30m,05:30:00,3.6,2000.0,40
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Indu Travels,A/C Sleeper (2+1),23:00:00,06h 00m,05:00:00,3.9,1400.0,26
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,AR & BCVR Travels,A/C Sleeper (2+1),23:15:00,06h 15m,05:30:00,3.3,1200.0,30
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Dharshini Travels,Non A/C Seater / Sleeper (2+1),23:20:00,06h 40m,06:00:00,3.4,2850.0,42
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,KTC Travels,Non A/C Seater / Sleeper (2+1),23:45:00,08h 35m,08:20:00,4.8,2290.0,36
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,SLNS Travels,A/C Sleeper (2+1),23:59:00,07h 01m,07:00:00,3.2,1499.0,24
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,V Kaveri Travels,A/C Sleeper (2+1),23:59:00,06h 31m,06:30:00,4.8,1490.0,27
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vengamamba Bus Transport(SVBT),A/C Sleeper (2+1),23:59:00,05h 01m,05:00:00,3.8,1299.0,27
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sai Balaji Travels,A/C Sleeper (2+1),23:59:00,05h 31m,05:30:00,0.0,3999.0,34
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,APSRTC - 45141,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:35:00,06h 05m,14:40:00,3.8,464.0,34
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,APSRTC - 4482,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00:00,05h 00m,03:00:00,4.2,427.0,13
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,APSRTC - 4537,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05:00,05h 10m,03:15:00,4.6,427.0,21
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,APSRTC - 4553,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15:00,05h 15m,03:30:00,4.2,427.0,34
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,APSRTC - 4526,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:35:00,05h 10m,03:45:00,4.0,427.0,7
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,APSRTC - 5816,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40:00,04h 50m,03:30:00,3.7,435.0,30
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,APSRTC - 4447,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00:00,04h 50m,03:50:00,4.0,427.0,30
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,APSRTC - 4516,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:05:00,05h 10m,04:15:00,4.2,427.0,14
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,APSRTC - 4557,INDRA(A.C. Seater),23:15:00,04h 05m,03:20:00,3.7,516.0,16
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,APSRTC - 4530,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:35:00,05h 10m,04:45:00,3.9,427.0,12
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,VSN Travels,A/C Seater / Sleeper (2+1),22:25:00,06h 35m,05:00:00,3.7,799.0,27
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,SIVA SAI BALAJI TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),22:30:00,06h 00m,04:30:00,4.7,675.0,32
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,JSR Bus Tours & Travels,Non A/C Seater / Sleeper (2+1),22:40:00,05h 35m,04:15:00,3.8,495.0,22
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,VSN Travels,A/C Sleeper (2+1),22:40:00,06h 50m,05:30:00,4.1,890.0,16
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Kundana Travels,Non A/C Seater / Sleeper (2+1),22:45:00,07h 10m,05:55:00,4.0,990.0,33
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Kundana Travels,NON A/C Seater (2+2),22:45:00,07h 10m,05:55:00,4.1,499.0,32
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Pragathi Travels,NON A/C Push Back (2+2),23:00:00,06h 00m,05:00:00,3.9,699.0,29
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,SVR Bus,Non A/C Seater / Sleeper (2+1),23:05:00,05h 40m,04:45:00,4.0,449.0,32
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,SVR Bus,Non A/C Seater / Sleeper (2+1),23:05:00,05h 40m,04:45:00,4.3,899.0,43
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,SRI MARUTHI TRAVELS,A/C Seater / Sleeper (2+1),23:10:00,05h 50m,05:00:00,3.0,799.0,31
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Sai Balaji Travels,A/C Sleeper (2+1),23:10:00,05h 40m,04:50:00,4.1,999.0,25
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Pragathi Travels,NON A/C Sleeper (2+1),23:15:00,05h 45m,05:00:00,4.3,990.0,28
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),23:20:00,06h 10m,05:30:00,4.0,630.0,28
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:20:00,08h 15m,07:35:00,3.7,840.0,32
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:30:00,06h 30m,06:00:00,3.7,890.0,32
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Harshita Tours And Travels,NON A/C Sleeper (2+1),23:30:00,06h 15m,05:45:00,4.9,999.0,21
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Pspk Bus,Non A/C Seater / Sleeper (2+1),23:35:00,04h 55m,04:30:00,4.9,680.0,33
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Pspk Bus,Non A/C Seater / Sleeper (2+1),23:35:00,04h 55m,04:30:00,4.4,690.0,30
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,KARTHIKEYA TOURS AND TRAVELS,A/C Sleeper (2+1),23:40:00,06h 20m,06:00:00,3.3,900.0,30
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:50:00,05h 30m,05:20:00,4.7,880.0,46
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Mozo travels,A/C Seater / Sleeper (2+1),23:55:00,05h 35m,05:30:00,4.3,999.0,27
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),22:45:00,07h 15m,06:00:00,2.8,699.0,36
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,SBR Travels,NON A/C Sleeper (2+1),22:50:00,04h 50m,03:40:00,2.2,799.0,21
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Lakshmi Gayatri Travels,NON A/C Hi-Tech (2+2),22:50:00,06h 05m,04:55:00,2.4,999.0,36
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),23:10:00,05h 50m,05:00:00,2.7,699.0,36
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,SRI MARUTHI TRAVELS,A/C Seater Push Back (2+2),23:10:00,05h 50m,05:00:00,1.6,699.0,33
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Modern Travels,A/C Sleeper (2+1),23:20:00,05h 40m,05:00:00,2.7,950.0,28
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),23:45:00,06h 00m,05:45:00,2.9,630.0,27
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),23:50:00,06h 10m,06:00:00,2.3,799.0,41
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,GOWTHAMI TOURS & TRAVELS,A/c sleeper (2+1),23:00:00,07h 00m,06:00:00,4.2,1099.0,28
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:00:00,04h 45m,03:45:00,3.4,1190.0,30
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Kundana Travels,Non A/C Seater / Sleeper (2+1),23:15:00,05h 45m,05:00:00,3.6,1880.0,32
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Lakshmi Gayatri Travels,NON A/C Sleeper (2+1),23:25:00,06h 35m,06:00:00,3.1,1500.0,23
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,V Kaveri Travels,NON A/C Sleeper (2+1),23:30:00,06h 15m,05:45:00,3.7,1190.0,29
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Kaveri Travels,A/C Sleeper (2+1),23:35:00,05h 40m,05:15:00,3.6,1380.0,29
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,VV Vinayak Travels,A/C Sleeper (2+1),23:40:00,05h 40m,05:20:00,3.2,1270.0,26
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:50:00,05h 25m,05:15:00,3.7,1690.0,27
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:59:00,05h 01m,05:00:00,3.0,1540.0,29
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:25:00,05h 15m,04:40:00,2.9,1190.0,24
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),23:30:00,05h 30m,05:00:00,2.3,5000.0,28
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Lakshmi Gayatri Travels,Non A/C Seater / Sleeper (2+1),23:45:00,06h 15m,06:00:00,2.5,1900.0,33
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),23:45:00,06h 00m,05:45:00,2.9,2000.0,45
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00:00,08h 15m,15:15:00,3.9,431.0,9
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 5815,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50:00,07h 40m,02:30:00,3.8,402.0,7
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45:00,07h 15m,04:00:00,4.1,394.0,33
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4529,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45:00,07h 15m,04:00:00,4.1,427.0,4
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 5831,INDRA(A.C. Seater),21:00:00,06h 50m,03:50:00,4.5,487.0,37
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 58352,STAR LINER(NON-AC SLEEPER 2+1),21:15:00,07h 30m,04:45:00,4.1,521.0,22
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40:00,06h 40m,04:20:00,4.5,427.0,34
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4515,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40:00,06h 50m,04:30:00,4.1,427.0,34
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4546,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00:00,06h 35m,04:35:00,4.2,427.0,27
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4556,INDRA(A.C. Seater),22:00:00,06h 10m,04:10:00,3.5,487.0,26
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4448,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00:00,07h 00m,05:00:00,4.0,427.0,34
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4573,STAR LINER(NON-AC SLEEPER 2+1),22:15:00,06h 45m,05:00:00,4.3,511.0,27
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4484,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15:00,07h 00m,05:15:00,4.2,394.0,23
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,JSR Bus Tours & Travels,Non A/C Seater / Sleeper (2+1),06:01:00,07h 59m,14:00:00,3.9,449.0,32
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),15:10:00,13h 50m,05:00:00,4.0,960.0,31
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,KKaveri Travels,Non A/C Seater / Sleeper (2+1),21:00:00,07h 10m,04:10:00,3.7,780.0,33
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30:00,06h 45m,04:15:00,4.3,890.0,15
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Pspk Bus,Non A/C Seater / Sleeper (2+1),21:30:00,06h 40m,04:10:00,4.4,610.0,30
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Kundana Travels,Non A/C Seater / Sleeper (2+1),22:00:00,06h 50m,04:50:00,3.9,1034.0,40
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Pragathi Travels,NON A/C Push Back (2+2),22:00:00,06h 30m,04:30:00,3.6,699.0,20
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Modern Travels,A/C Sleeper (2+1),22:00:00,06h 20m,04:20:00,4.4,750.0,19
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,VSN Travels,A/C Seater / Sleeper (2+1),22:10:00,05h 45m,03:55:00,4.5,749.0,26
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Sai Balaji Travels,A/C Sleeper (2+1),22:10:00,06h 30m,04:40:00,4.1,899.0,26
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,SBR Travels,NON A/C Sleeper (2+1),22:10:00,06h 40m,04:50:00,4.7,889.0,14
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,VSN Travels,A/C Sleeper (2+1),22:10:00,05h 45m,03:55:00,3.5,949.0,21
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,SIVA SAI BALAJI TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),22:25:00,06h 00m,04:25:00,3.5,749.0,17
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,KARTHIKEYA TOURS AND TRAVELS,A/C Sleeper (2+1),22:30:00,06h 10m,04:40:00,4.6,649.0,24
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,SVR Bus,Non A/C Seater / Sleeper (2+1),22:30:00,06h 05m,04:35:00,3.9,449.0,30
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Lakshmi Gayatri Travels,NON A/C Hi-Tech (2+2),22:30:00,06h 00m,04:30:00,3.2,999.0,33
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,SRI MARUTHI TRAVELS,A/C Seater / Sleeper (2+1),22:30:00,06h 15m,04:45:00,3.3,699.0,30
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Mozo travels,A/C Seater / Sleeper (2+1),22:30:00,05h 30m,04:00:00,4.3,699.0,36
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),22:35:00,06h 25m,05:00:00,3.7,790.0,27
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Morning Star Travels,A/C Sleeper (2+1),23:25:00,04h 55m,04:20:00,3.3,790.0,18
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:15:00,07h 40m,04:55:00,2.9,890.0,30
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30:00,07h 15m,04:45:00,2.8,916.0,44
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30:00,07h 00m,04:30:00,2.6,890.0,32
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),21:40:00,06h 50m,04:30:00,2.8,499.0,27
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),22:30:00,06h 15m,04:45:00,2.5,499.0,30
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Morning Star Travels,A/C Sleeper (2+1),22:30:00,06h 00m,04:30:00,2.0,790.0,26
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30:00,06h 30m,04:00:00,4.3,1690.0,30
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,V Kaveri Travels,NON A/C Sleeper (2+1),21:30:00,06h 30m,04:00:00,3.6,1220.0,27
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30:00,06h 30m,04:00:00,4.0,1600.0,26
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Kundana Travels,Non A/C Seater / Sleeper (2+1),22:00:00,06h 50m,04:50:00,4.2,1440.0,32
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Modern Travels,A/C Sleeper (2+1),22:00:00,06h 30m,04:30:00,4.4,3000.0,30
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,VSN Travels,NON A/C Seater PushBack (2+2),22:00:00,06h 00m,04:00:00,3.5,2000.0,41
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Cherry tours&travels,Non A/C Seater / Sleeper (2+1),22:00:00,07h 30m,05:30:00,3.8,1290.0,30
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,VSN Travels,A/C Seater / Sleeper (2+1),22:00:00,06h 00m,04:00:00,3.6,3999.0,35
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,SBR Travels,NON A/C Sleeper (2+1),22:05:00,05h 55m,04:00:00,3.0,1199.0,15
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,VV Vinayak Travels,A/C Sleeper (2+1),22:15:00,06h 45m,05:00:00,3.8,1270.0,26
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Lakshmi Gayatri Travels,NON A/C Sleeper (2+1),22:30:00,06h 00m,04:30:00,3.5,1500.0,24
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Harshita Tours And Travels,NON A/C Sleeper (2+1),22:30:00,06h 00m,04:30:00,4.1,1100.0,24
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),21:35:00,06h 55m,04:30:00,2.2,1090.0,40
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Lakshmi Gayatri Travels,NON AC Seater / Sleeper 2+1,22:15:00,06h 15m,04:30:00,2.3,2000.0,40
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Kundana Travels,NON A/C Seater (2+2),22:30:00,06h 10m,04:40:00,2.9,1799.0,21
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,SRI MARUTHI TRAVELS,A/C Seater Push Back (2+2),22:30:00,05h 45m,04:15:00,1.2,1200.0,40
Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9048,Express(Non AC Seater),03:30:00,05h 10m,08:40:00,4.4,186.0,27
Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 47021,Express(Non AC Seater),04:30:00,05h 00m,09:30:00,4.1,186.0,44
Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9050,Express(Non AC Seater),04:30:00,04h 30m,09:00:00,4.3,170.0,37
Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 47023,Express(Non AC Seater),05:15:00,05h 17m,10:32:00,4.4,217.0,47
Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9042,Express(Non AC Seater),06:00:00,05h 10m,11:10:00,4.2,170.0,8
Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9062,Express(Non AC Seater),06:45:00,05h 25m,12:10:00,3.4,170.0,45
Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9036,Express(Non AC Seater),08:55:00,04h 00m,12:55:00,3.9,171.0,45
Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9130,Express(Non AC Seater),10:40:00,04h 00m,14:40:00,3.1,170.0,44
